timestamp,Close,Volume,RSI_14,BB_up_20,BB_dn_20,BB_width_20,MACD,MACD_signal,MACD_hist,KF_trend,KF_gain,log_ret,RVol_78,BPV_78,MedRV_78,OU_b,OU_sigma,OU_halflife
2025-06-09 07:00:00+00:00,264.79998779296875,0,,264.79998779296875,264.79998779296875,0.0,0.0,0.0,0.0,50.94913718171285,0.9996161473993986,0.0,0.0,,,,,
2025-06-09 07:05:00+00:00,264.29998779296875,21019,0.0,265.04998779296875,264.04998779296875,0.0037800039544230823,-0.039886039886084745,-0.00797720797721695,-0.0319088319088678,0.3296328857754034,0.990867680172792,-0.0018900025398194131,0.0018900025398194131,,,,,
2025-06-09 07:10:00+00:00,264.0,9000,0.0,265.02661581508494,263.7067012422067,0.0049927422021534,-0.09461189462183484,-0.02530414530614053,-0.0693077493156943,-0.4721892414046356,0.9300735002207637,-0.0011356722776563188,0.0022049628393151946,3.37159413253914e-06,,,,
2025-06-09 07:15:00+00:00,263.29998779296875,5716,0.0,265.18626777014913,263.013713919304,0.008226254926765418,-0.192251507928745,-0.05869361783066143,-0.13355789009808358,-0.2150053328556249,0.928936369030602,-0.0026550830057363584,0.0034512790223496766,8.108022838291263e-06,,-352.73582095569856,5.684341886080802e-14,693146.8339663653
2025-06-09 07:20:00+00:00,264.20001220703125,20914,12.140687194712356,265.0948801266278,263.1451101077472,0.007382137115425529,-0.19476206073193225,-0.0859073064109156,-0.10885475432101666,0.1760424196609679,0.9287611083303943,0.003412418151396146,0.004853444604617305,2.2339835665189825e-05,,367.38284912752357,0.3490846499087826,
2025-06-09 07:25:00+00:00,264.20001220703125,16931,12.140687194712356,265.0252717263089,263.24139087134733,0.006753713536226827,-0.1945095073928087,-0.10762774660729421,-0.08688176078551449,0.03775813405508993,0.928744673409561,0.0,0.004853444604617305,2.2339835665189825e-05,,313.68774566160045,0.36257634365695324,
2025-06-09 07:30:00+00:00,264.79998779296875,52660,19.67974388900946,265.1770335722939,263.28010230940254,0.007179130090566246,-0.1442337051018967,-0.11494893830621472,-0.029284766795681982,0.10551717808201339,0.9287444800471573,0.0022683396718159443,0.005357358434604025,2.2339835665189825e-05,,240.10022202073503,0.480531522142115,0.28906371113097185
2025-06-09 07:35:00+00:00,264.6000061035156,8911,19.09169289978955,265.1955947632785,263.3544006590848,0.00696696289902505,-0.11915309784916417,-0.11578977021480462,-0.0033633276343595503,-0.026985417471831613,0.9287443628767922,-0.0007555032159842767,0.00541036731712233,2.5031768890305176e-05,,177.12281993966178,0.45436765247574784,0.6245409940895553
2025-06-09 07:40:00+00:00,264.5,16381,18.789330485292567,265.17939138780133,263.4206045431883,0.006654509489790675,-0.10612287423816724,-0.11385639101947714,0.0077335167813099015,-0.029835522449264323,0.9287443626176074,-0.00037802344945347954,0.005423557525694937,2.5480385072484753e-05,,164.67527009118615,0.4239870988105795,0.710182187559623
2025-06-09 07:45:00+00:00,264.20001220703125,17297,17.87482378101714,265.12641943170786,263.45357934758897,0.006329562556215321,-0.11863528225285336,-0.1148121692661524,-0.0038231129867009606,-0.05850453205169824,0.9287443621026904,-0.001134813006378188,0.005541008644097868,2.6154234591107716e-05,,171.390671847082,0.39921068551811323,0.6626444596331509
2025-06-09 07:50:00+00:00,264.20001220703125,7287,17.87482378101714,265.08099052525165,263.48264694811485,0.006047875653259784,-0.12708648189675387,-0.1172670317922727,-0.009819450104481167,-0.00533273488194877,0.928744362087605,0.0,0.005541008644097868,2.6154234591107716e-05,,171.31807808129545,0.3763977579523096,0.663131042136675
2025-06-09 07:55:00+00:00,264.29998779296875,4668,19.3912370869388,265.04854747020977,263.5181181792043,0.005790865714640331,-0.12428425274646315,-0.11867047598311078,-0.005613776763352368,0.022359637332522057,0.9287443620863229,0.0003783371319965312,0.0055539099542047535,2.6154234591107716e-05,,171.81233345241998,0.3580891253271565,0.6598248596808115
2025-06-09 08:00:00+00:00,264.29998779296875,8962,19.3912370869388,265.0198620057448,263.5493659464787,0.005564062308216803,-0.12067242930686461,-0.11907086664786157,-0.0016015626590030474,0.003230595145805929,0.9287443620861481,0.0,0.0055539099542047535,2.6154234591107716e-05,,171.29441149757128,0.34167437498764874,0.663381969408366
2025-06-09 08:05:00+00:00,264.6000061035156,9810,24.25864256036145,265.0340303533008,263.58025361712333,0.005500330884962664,-0.09253438412611104,-0.11376357014351146,0.021229186017400425,0.05544806978744887,0.9287443620861472,0.0011344993238351364,0.005668598106692433,2.6154234591107716e-05,,167.74314183914763,0.3404214279521591,0.6882760330523677
2025-06-09 08:10:00+00:00,264.3999938964844,3707,23.25068010624446,265.0170991500481,263.60956507521234,0.005325248119667291,-0.08538977397131475,-0.10808881090907213,0.022699036937757378,-0.03091414914137873,0.9287443620861461,-0.0007561898546777357,0.005718813477594331,2.7501815857131504e-05,,167.60954116934764,0.3270669217615688,0.6892238709764185
2025-06-09 08:15:00+00:00,264.70001220703125,19274,28.078098732401898,265.0441654807006,263.63083375635995,0.00534669400437037,-0.054885957493354454,-0.0974482402259286,0.04256228273257415,0.04873725324902595,0.9287443620861461,0.0011340704564011261,0.005830175245358961,2.8848887705734284e-05,,160.12702876950053,0.32951376377483416,0.7446129993226732
2025-06-09 08:20:00+00:00,264.5,4529,26.864934396116695,265.0368767902648,263.65724013873336,0.0052190353830500755,-0.0463168647169141,-0.08722196512412571,0.04090510040721161,-0.02933669887026555,0.9287443620861461,-0.00075590405117687,0.005878973917800795,3.019545042577912e-05,,158.558716597534,0.3184037767623092,0.756772425639646
2025-06-09 08:25:00+00:00,264.5,10340,26.864934396116695,265.0295897074908,263.68152072545195,0.005099453956755202,-0.039075360522019764,-0.07759264420370451,0.03851728368168475,-0.007212910362594881,0.9287443620861461,0.0,0.005878973917800795,3.019545042577912e-05,,155.84005055328453,0.30927321137683333,0.7783913960983144
2025-06-09 08:30:00+00:00,264.5,16835,26.864934396116695,265.02237838987827,263.70393675712006,0.004987236666635936,-0.03295651409558786,-0.06866541818208119,0.035708904086493326,0.0011708384901398146,0.9287443620861461,0.0,0.005878973917800795,3.019545042577912e-05,,153.52744047481337,0.3008455259487771,0.7973208572299079
2025-06-09 08:35:00+00:00,264.70001220703125,3198,30.609537313785452,265.03909284715695,263.7209077631946,0.004985948568124561,-0.01183158355274827,-0.05729865125621461,0.04546706770346634,0.03841619933742342,0.9287443620861461,0.00075590405117687,0.005927370855680251,3.019545042577912e-05,,146.97460340275,0.2995786501521602,0.8538819517254875
2025-06-09 08:40:00+00:00,264.8999938964844,13225,34.235236689120626,265.05813041633826,263.7118708043648,0.005092042320349117,0.020807076100084032,-0.04167750578495489,0.06248458188503892,0.04256142333964763,0.9287443620861461,0.0007552178876641946,0.005975289057327319,3.109217447612323e-05,,129.76014935106332,0.30285859891367867,1.027221663830354
2025-06-09 08:45:00+00:00,265.1000061035156,32750,37.73918554432833,265.1649370487204,263.6850660030374,0.0055965624927421225,0.0620969476016171,-0.020922615107640492,0.08301956270925759,0.040441712134849525,0.9287443620861461,0.0007547630812307915,0.006022769016607278,3.198754500125501e-05,,103.67121707690765,0.3082176110499479,1.3931697341117966
2025-06-09 08:50:00+00:00,265.20001220703125,1945,39.47558556029173,265.2705639331457,263.6994403393153,0.0059403126118325435,0.10171659937071809,0.0036052277880312227,0.09811137158268686,0.020999616808222585,0.9287443620861461,0.00037716802281018147,0.006034567287290377,3.243470751708333e-05,,81.42771813838192,0.3078902030738156,1.8842577400786689
2025-06-09 08:55:00+00:00,265.29998779296875,7241,41.23987498051069,265.24005622725144,263.92994804520947,0.0049515587484713856,0.13957373397255424,0.030798929024935827,0.1087748049476184,0.018666244669739082,0.9287443620861461,0.0003769107902771296,0.0060463264953740685,3.265800987700841e-05,,63.85366977074234,0.3060341455828348,2.5102606877325324
2025-06-09 09:00:00+00:00,265.1000061035156,7449,38.8032521055879,265.2966339186211,263.9633697434883,0.005038220027614395,0.15169034301800366,0.05497721182354939,0.09671313119445427,-0.03686380978497364,0.9287443620861461,-0.0007540788130873111,0.006093168218998196,3.3104462302315536e-05,,66.05801449385778,0.2994063183499136,2.413632128308953
2025-06-09 09:05:00+00:00,265.1000061035156,8392,38.8032521055879,265.3409602617694,264.00904278998837,0.0050322752965047055,0.1594547479052153,0.07587271903988257,0.08358202886533272,-0.006029805278721982,0.9287443620861461,0.0,0.006093168218998196,3.3104462302315536e-05,,61.92911555764487,0.2939601970206841,2.6002680466218875
2025-06-09 09:10:00+00:00,264.8999938964844,3324,36.31447296345479,265.35112106463055,264.0088825974789,0.00507117446677526,0.14776543324848035,0.09025126188160214,0.05751417136687821,-0.03589494932483724,0.9287443620861461,-0.0007547630812307915,0.006139736659971553,3.3104462302315536e-05,,64.97784964056676,0.28860220223919386,2.4601803456913562
2025-06-09 09:15:00+00:00,264.5,5981,31.90703482751124,265.3499098767086,264.0000931750492,0.005099902498828975,0.10501485670960164,0.09320398084720205,0.011810875862399595,-0.07964673271258554,0.9287443620861461,-0.0015111219388410646,0.006322962578399892,3.489601685368217e-05,,71.33488321224458,0.29007832858454097,2.206203898167327
2025-06-09 09:20:00+00:00,264.5,3676,31.90703482751124,265.3499098767086,264.0000931750492,0.005099902498828975,0.07032406475792641,0.08862799762934692,-0.018303932871420514,-0.007596364495856184,0.9287443620861461,0.0,0.006322962578399892,3.489601685368217e-05,,71.27094631213939,0.284686710352291,2.2084995735415203
2025-06-09 09:25:00+00:00,264.3999938964844,11655,30.822323048527394,265.33700078205374,264.03300043864937,0.004926612163127502,0.034365560643436766,0.07777551023216489,-0.043409949588728125,-0.014169659029745266,0.9287443620861461,-0.00037816640522425615,0.006334261251155154,3.489601685368217e-05,,70.93418969250939,0.28046236276798014,2.220657707104105
2025-06-09 09:30:00+00:00,264.29998779296875,2576,29.73373863245986,265.3284416316411,264.0515571476558,0.004824075284029276,-0.0021763817283613207,0.06178513184005965,-0.06396151356842097,-0.020141676701118185,0.9287443620861461,-0.0003783094691574007,0.00634554833346495,3.512074115258589e-05,,69.793638013644,0.2768250461259649,2.2630574929537493
2025-06-09 09:35:00+00:00,264.1000061035156,2872,27.632095486709403,265.348135902212,264.01186470813957,0.0050486292599807485,-0.04673426187082441,0.04008125309788284,-0.08681551496870725,-0.0393053835421805,0.9287443620861461,-0.0007569330102628058,0.006390534503025965,3.557054641740713e-05,,66.41084032419886,0.2762366093742053,2.397510661038643
2025-06-09 09:40:00+00:00,264.20001220703125,5788,30.285794690181618,265.3558106311605,263.99419242059724,0.0051444911786659425,-0.073134002877282,0.01743820190284987,-0.09057220478013187,0.015300689019329787,0.9287443620861461,0.0003785958782662746,0.006401739300643657,3.602069221910509e-05,,66.34577865828228,0.2717451430929232,2.400232742236851
